CUSTOMER_ID,CUSTOMER_NAME,SEGMENT
RW-195401,RICK WILSON,Corporate
RH-195551,RITSA HIGHTOWER,Consumer
RB-195701,ROB BEEGHLY,Consumer
RD-195851,ROB DOWD,Consumer
RH-196001,ROB HABERLIN,Consumer
RL-196151,ROB LUCAS,Consumer
RW-196301,ROB WILLIAMS,Corporate
RB-196451,ROBERT BARROSO,Corporate
RD-196601,ROBERT DILBECK,Home Office
RM-196751,ROBERT MARLEY,Home Office
RW-196901,ROBERT WALDORF,Consumer
RB-197051,ROGER BARCIO,Home Office
RD-197201,ROGER DEMIR,Consumer
RF-197351,ROLAND FJELD,Consumer
RM-197501,ROLAND MURRAY,Consumer
RS-197651,ROLAND SCHWARZ,Corporate
RO-197801,ROSE O'BRIAN,Consumer
RB-197951,ROSS BAIRD,Home Office
RD-198101,ROSS DEVINCENTIS,Home Office
RC-198251,ROY COLLINS,Consumer
RF-198401,ROY FRANZÖSISCH,Consumer
RP-198551,ROY PHAN,Corporate
RS-198701,ROY SKARIA,Home Office
RA-198851,RUBEN AUSMAN,Corporate
RD-199001,RUBEN DARTT,Consumer
RA-199151,RUSSELL APPLEGATE,Consumer
RD-199301,RUSSELL D'ASCENZO,Consumer
RA-199451,RYAN AKIN,Consumer
RC-199601,RYAN CROWE,Consumer
SH-199751,SALLY HUGHSBY,Corporate
SK-199901,SALLY KNUTSON,Consumer
SM-100051,SALLY MATTHIAS,Consumer
SC-100201,SAM CRAVEN,Consumer
SZ-100351,SAM ZELDIN,Home Office
SC-100501,SAMPLE COMPANY A,Home Office
SF-100651,SANDRA FLANAGAN,Consumer
SG-100801,SANDRA GLASSCO,Consumer
SC-100951,SANJIT CHAND,Consumer
SE-101101,SANJIT ENGLE,Consumer
SJ-101251,SANJIT JACOBS,Home Office
SS-101401,SAPHHIRA SHIFLEY,Corporate
SL-101551,SARA LUXEMBURG,Home Office
SB-101701,SARAH BERN,Consumer
SB-101851,SARAH BROWN,Consumer
SF-102001,SARAH FOSTER,Consumer
SJ-102151,SARAH JORDON,Consumer
SC-102301,SCOT CORAM,Corporate
SW-102451,SCOT WOOTEN,Consumer
SC-102601,SCOTT COHEN,Corporate
SW-102751,SCOTT WILLIAMSON,Consumer
SB-102901,SEAN BRAXTON,Corporate
SC-103051,SEAN CHRISTENSEN,Consumer
SM-103201,SEAN MILLER,Home Office
SO-103351,SEAN O'DONNELL,Consumer
SW-103501,SEAN WENDT,Home Office
SV-103651,SETH VERNON,Consumer
SC-103801,SHAHID COLLISTER,Consumer
SH-103951,SHAHID HOPKINS,Consumer
SS-104101,SHAHID SHARIARI,Consumer
SR-104251,SHARELLE ROACH,Home Office
SC-104401,SHAUN CHANCE,Corporate
SW-104551,SHAUN WEIEN,Consumer
SG-104701,SHERI GORDON,Consumer
SD-104851,SHIRLEY DANIELS,Home Office
SJ-105001,SHIRLEY JACKSON,Consumer
SS-105151,SHIRLEY SCHMIDT,Home Office
ST-105301,SHUI TOM,Consumer
SP-105451,SIBELLA PARKS,Corporate
SN-105601,SKYE NORLING,Home Office
SC-105751,SONIA COOLEY,Consumer
SS-105901,SONIA SUNLEY,Consumer
SG-106051,SPEROS GORANITIS,Consumer
SP-106201,STEFANIA PERRINO,Corporate
SH-106351,STEFANIE HOLLOMAN,Corporate
SP-106501,STEPHANIE PHELPS,Corporate
SU-106651,STEPHANIE ULPRIGHT,Home Office
SC-106801,STEVE CARROLL,Home Office
SC-106951,STEVE CHAPMAN,Corporate
SN-107101,STEVE NGUYEN,Home Office
SC-107251,STEVEN CARTWRIGHT,Consumer
SR-107401,STEVEN ROELLE,Home Office
SW-107551,STEVEN WARD,Corporate
SC-107701,STEWART CARMICHAEL,Corporate
SV-107851,STEWART VISINSKY,Consumer
SC-108001,STUART CALHOUN,Consumer
SV-108151,STUART VAN,Corporate
SA-108301,SUE ANN REED,Consumer
SC-108451,SUNG CHUNG,Consumer
SP-108601,SUNG PAK,Corporate
SS-108751,SUNG SHARIARI,Consumer
SG-108901,SUSAN GILCREST,Corporate
SM-109051,SUSAN MACKENDRICK,Consumer
SP-109201,SUSAN PISTEK,Consumer
SV-109351,SUSAN VITTORINI,Consumer
SM-109501,SUZANNE MCNAIR,Corporate
SF-109651,SYLVIA FOULSTON,Corporate
TC-109801,TAMARA CHAND,Corporate
TD-109951,TAMARA DAHLEN,Consumer
TM-110101,TAMARA MANNING,Consumer
TW-110251,TAMARA WILLINGHAM,Home Office
TN-110401,TANJA NORVELL,Home Office
TB-110551,TED BUTTERFIELD,Consumer
TT-110701,TED TREVINO,Consumer
TS-110851,THAIS SISSMAN,Consumer
TH-111001,THEA HENDRICKS,Consumer
TH-111151,THEA HUDGINGS,Corporate
TP-111301,THEONE PIPPENGER,Consumer
TC-111451,THERESA COYNE,Corporate
TS-111601,THERESA SWINT,Corporate
TB-111751,THOMAS BOLAND,Corporate
TB-111901,THOMAS BRUMLEY,Home Office
TS-112051,THOMAS SEIO,Corporate
TT-112201,THOMAS THORNTON,Consumer
TH-112351,TIFFANY HOUSE,Corporate
TB-112501,TIM BROCKMAN,Consumer
TT-112651,TIM TASLIMI,Corporate
TB-112801,TOBY BRAUNHARDT,Consumer
TC-112951,TOBY CARLISLE,Consumer
TG-113101,TOBY GNADE,Consumer
TR-113251,TOBY RITTER,Consumer
TS-113401,TOBY SWINDELL,Consumer
TB-113551,TODD BOYES,Corporate
TS-113701,TODD SUMRALL,Corporate
TA-113851,TOM ASHBROOK,Home Office
TB-114001,TOM BOECKENHAUER,Consumer
TP-114151,TOM PRESCOTT,Consumer
TS-114301,TOM STIVERS,Corporate
TZ-114451,TOM ZANDUSKY,Corporate
TT-114601,TONJA TURNELL,Home Office
TC-114751,TONY CHAPMAN,Home Office
TM-114901,TONY MOLINARI,Consumer
TS-115051,TONY SAYRE,Consumer
TB-115201,TRACY BLUMSTEIN,Consumer
TC-115351,TRACY COLLINS,Home Office
TH-115501,TRACY HOPKINS,Home Office
TP-115651,TRACY PODDAR,Corporate
TZ-115801,TRACY ZIC,Consumer
TB-115951,TROY BLACKWELL,Consumer
TS-116101,TROY STAEBEL,Consumer
TB-116251,TRUDY BROWN,Consumer
TG-116401,TRUDY GLOCKE,Consumer
TS-116551,TRUDY SCHMIDT,Consumer
VD-116701,VALERIE DOMINGUEZ,Consumer
VM-116851,VALERIE MITCHUM,Home Office
VT-117001,VALERIE TAKAHITO,Home Office
VF-117151,VICKY FREYMANN,Home Office
VP-117301,VICTOR PREIS,Home Office
VB-117451,VICTORIA BRENNAN,Corporate
VP-117601,VICTORIA PISTEKA,Corporate
VW-117751,VICTORIA WILSON,Corporate
VG-117901,VIVEK GONZALEZ,Consumer
VG-118051,VIVEK GRADY,Corporate
VS-118201,VIVEK SUNDARESAM,Consumer
VM-118351,VIVIAN MATHIS,Consumer
WB-118501,WILLIAM BROWN,Consumer
XP-118651,XYLONA PREIS,Consumer
YS-118801,YANA SORENSEN,Corporate
YC-118951,YOSEPH CARROLL,Corporate
ZC-119101,ZUSCHUSS CARROLL,Consumer
ZD-119251,ZUSCHUSS DONATELLI,Consumer
